Last,First,HOF,From,To,Position,Ht,Wt,Month,Day,Year,Country
Butsayev,Yuri,N,2000,2003,F,73,195,October,11,1978,Russia
Farrell,Mike,N,2002,2004,F,73,222,October,20,1978,USA
Rissmiller,Patrick,N,2004,2009,F,76,220,October,26,1978,USA
Samsonov,Sergei,N,1998,2009,F,68,188,October,27,1978,Russia
Petersen,Toby,N,2001,2009,F,70,197,October,27,1978,USA
Betik,Karel,N,1999,1999,D,74,208,October,28,1978,Czech Republic
Gron,Stanislav,N,2001,2001,F,74,205,October,28,1978,Slovakia
Cullen,Mark,N,2006,2007,F,71,190,October,28,1978,USA
Corrinet,Chris,N,2002,2002,F,75,220,October,29,1978,USA
Rozsival,Michal,N,2000,2009,D,74,210,September,3,1978,Czech Republic
Ortmeyer,Jed,N,2004,2009,F,73,197,September,3,1978,USA
Cooke,Matt,N,1999,2009,F,71,205,September,7,1978,Canada
Sturm,Marco,N,1998,2009,F,73,194,September,8,1978,Germany
Ledin,Per,N,2009,2009,F,73,194,September,14,1978,Sweden
Posmyk,Marek,N,2000,2001,D,77,228,September,15,1978,Czech Republic
Henderson,Jay,N,1999,2001,F,71,190,September,17,1978,Canada
Horcoff,Shawn,N,2001,2009,F,73,208,September,17,1978,Canada
Moore,Steve,N,2002,2004,F,74,205,September,22,1978,Canada
Bala,Chris,N,2002,2002,F,73,196,September,24,1978,USA
Ference,Brad,N,2000,2007,D,75,218,April,2,1979,Canada
Luongo,Roberto,N,2000,2009,G,75,205,April,4,1979,Canada
Yeats,Matthew,N,2004,2004,G,71,165,April,6,1979,Canada
Dupuis,Pascal,N,2001,2009,F,73,205,April,7,1979,Canada
Lasak,Jan,N,2002,2003,G,73,200,April,10,1979,Slovakia
Riesen,Michel,N,2001,2001,F,74,190,April,11,1979,Switzerland
Goc,Sascha,N,2001,2002,D,78,220,April,14,1979,Germany
Manning,Paul,N,2003,2003,D,76,205,April,15,1979,Canada
Tjarnqvist,Mathias,N,2004,2008,F,74,196,April,15,1979,Sweden
Brewer,Eric,N,1999,2009,D,75,222,April,17,1979,Canada
Schastlivy,Petr,N,2000,2004,F,73,204,April,18,1979,Russia
Corazzini,Carl,N,2004,2007,F,70,182,April,21,1979,USA
Brown,Mike,N,2001,2006,F,77,185,April,27,1979,Canada
Dusablon,Benoit,N,2004,2004,F,73,207,August,1,1979,Canada
Kolesnik,Vitali,N,2006,2006,G,75,198,August,20,1979,Russia
Green,Mike,N,2004,2004,F,71,192,August,23,1979,Canada
Leeb,Brad,N,2000,2004,F,71,187,August,27,1979,Canada
Rachunek,Karel,N,2000,2008,D,74,220,August,27,1979,Czech Republic
Malone,Ryan,N,2004,2009,F,76,224,December,1,1979,USA
Hagman,Niklas,N,2002,2009,F,73,205,December,5,1979,Finland
Chubarov,Artem,N,2000,2004,F,73,205,December,13,1979,Russia
Murley,Matt,N,2004,2008,F,73,206,December,17,1979,USA
Siklenka,Mike,N,2003,2004,F,77,224,December,18,1979,Canada
Finger,Jeff,N,2007,2009,D,73,205,December,18,1979,USA
Montador,Steve,N,2002,2009,D,73,205,December,21,1979,Canada
Gomez,Scott,N,2000,2009,F,71,200,December,23,1979,USA
Franzen,Johan,N,2006,2009,F,75,220,December,23,1979,Sweden
Parros,George,N,2006,2009,F,77,229,December,29,1979,USA
Smithson,Jerred,N,2003,2009,F,75,194,February,4,1979,Canada
Reich,Jeremy,N,2004,2008,F,73,203,February,11,1979,Canada
Mika,Petr,N,2000,2000,F,76,194,February,12,1979,Czech Republic
Fedoruk,Todd,N,2001,2009,F,74,240,February,13,1979,Canada
Mair,Adam,N,2000,2009,F,73,208,February,15,1979,Canada
Smrek,Peter,N,2001,2002,D,73,215,February,16,1979,Slovakia
Bonni,Ryan,N,2000,2000,D,76,190,February,18,1979,Canada
Jones,Ty,N,1999,2004,F,75,218,February,22,1979,USA
DiPenta,Joe,N,2003,2008,D,74,199,February,25,1979,Canada
Stutzel,Mike,N,2004,2004,F,74,216,February,28,1979,Canada
Ivanans,Raitis,N,2006,2009,F,76,263,January,3,1979,Latvia
Colley,Kevin,N,2006,2006,F,70,175,January,4,1979,USA
Calder,Kyle,N,2000,2009,F,71,180,January,5,1979,Canada
Tallinder,Henrik,N,2002,2009,D,75,214,January,10,1979,Sweden
Hossa,Marian,N,1998,2009,F,73,210,January,12,1979,Slovakia
Boynton,Nick,N,2000,2009,D,74,210,January,14,1979,Canada
Morrow,Brenden,N,2000,2009,F,71,205,January,16,1979,Canada
Ward,Jason,N,2000,2009,F,74,208,January,16,1979,Canada
Fedotenko,Ruslan,N,2001,2009,F,74,195,January,18,1979,Ukraine
Gionta,Brian,N,2002,2009,F,67,175,January,18,1979,USA
Melichar,Josef,N,2001,2009,D,74,220,January,20,1979,Czech Republic
Tselios,Nikos,N,2002,2002,D,77,226,January,20,1979,USA
Henry,Burke,N,2003,2004,D,75,206,January,21,1979,Canada
Hannan,Scott,N,1999,2009,D,73,225,January,23,1979,Canada
Novoseltsev,Ivan,N,2000,2004,F,73,210,January,23,1979,Russia
Kostopoulos,Tom,N,2002,2009,F,73,200,January,24,1979,Canada
Druken,Harold,N,2000,2004,F,73,200,January,26,1979,Canada
Gainey,Steve,N,2001,2006,F,73,192,January,26,1979,Canada
Dome,Robert,N,1998,2003,F,73,210,January,29,1979,Slovakia
Dubielewicz,Wade,N,2004,2009,G,70,185,January,30,1979,Canada
Gillies,Trevor,N,2006,2006,F,75,215,January,30,1979,Canada
Thornton,Joe,N,1998,2009,F,76,235,July,2,1979,Canada
Morrison,Mike,N,2006,2007,G,75,194,July,11,1979,USA
Doell,Kevin,N,2008,2008,F,71,190,July,15,1979,Canada
Divisek,Tomas,N,2001,2002,F,74,210,July,19,1979,Czech Republic
Damphousse,Jean-Francois,N,2002,2002,G,73,180,July,21,1979,Canada
Westrum,Erik,N,2004,2007,F,73,204,July,26,1979,USA
Sarno,Peter,N,2004,2006,F,71,185,July,26,1979,Canada
Nagy,Ladislav,N,2000,2008,F,71,192,June,1,1979,Slovakia
Pletka,Vaclav,N,2002,2002,F,71,182,June,8,1979,Czech Republic
Holmqvist,Michael,N,2004,2007,F,75,205,June,8,1979,Sweden
Laing,Quintin,N,2004,2009,F,74,200,June,8,1979,Canada
Leahy,Patrick,N,2004,2007,F,75,200,June,9,1979,USA
Tkaczuk,Daniel,N,2001,2001,F,73,197,June,10,1979,Canada
Clarke,Noah,N,2004,2008,F,69,190,June,11,1979,USA
Pollock,Jame,N,2004,2004,D,73,210,June,16,1979,Canada
Noronen,Mika,N,2001,2006,G,74,200,June,17,1979,Finland
Neil,Chris,N,2002,2009,F,73,214,June,18,1979,Canada
Giuliano,Jeff,N,2006,2008,F,69,205,June,20,1979,USA
Gustafson,Derek,N,2001,2002,G,71,210,June,21,1979,USA
Santala,Tommi,N,2004,2007,F,75,210,June,27,1979,Finland
Nordgren,Niklas,N,2006,2006,F,71,185,June,28,1979,Sweden
Pohl,John,N,2004,2008,F,73,196,June,29,1979,USA
McDonell,Kent,N,2003,2004,F,74,205,March,1,1979,Canada
Balmochnykh,Maxim,N,2000,2000,F,73,210,March,7,1979,Russia
Kavanagh,Pat,N,2003,2006,F,75,192,March,14,1979,Canada
Fortin,Jean-Francois,N,2002,2004,D,74,205,March,15,1979,Canada
Arnason,Tyler,N,2002,2009,F,71,204,March,16,1979,USA
Ference,Andrew,N,2000,2009,D,71,189,March,17,1979,Canada
Moran,Brad,N,2002,2007,F,71,187,March,20,1979,Canada
Smith,Nick,N,2002,2002,F,74,196,March,23,1979,Canada
Barney,Scott,N,2003,2006,F,76,210,March,27,1979,Canada
MacMillan,Jeff,N,2004,2004,D,75,210,March,30,1979,Canada
Lyashenko,Roman,N,2000,2003,F,73,189,May,2,1979,Russia
Chimera,Jason,N,2001,2009,F,74,216,May,2,1979,Canada
Huskins,Kent,N,2007,2009,D,75,209,May,4,1979,Canada
Payer,Serge,N,2001,2007,F,73,191,May,7,1979,Canada
Nycholat,Lawrence,N,2004,2009,D,73,200,May,7,1979,Canada
Fahey,Jim,N,2003,2007,D,73,205,May,11,1979,USA
VanRyn,Mike,N,2001,2009,D,73,198,May,14,1979,Canada
Arkhipov,Denis,N,2001,2007,F,75,214,May,19,1979,Russia
Dimitrakos,Niko,N,2003,2007,F,71,205,May,21,1979,USA
Mink,Graham,N,2004,2009,F,75,220,May,21,1979,USA
Campbell,Brian,N,2000,2009,D,73,191,May,23,1979,Canada
Hussey,Matt,N,2004,2007,F,74,212,May,28,1979,USA
Lessard,Francis,N,2002,2006,F,75,225,May,30,1979,Canada
Bishai,Mike,N,2004,2004,F,71,185,May,30,1979,Canada
Stuart,Brad,N,2000,2009,D,74,213,November,6,1979,Canada
Commodore,Mike,N,2001,2009,D,77,228,November,7,1979,Canada
Tanguay,Alex,N,2000,2009,F,73,189,November,21,1979,Canada
Balastik,Jaroslav,N,2006,2007,F,74,205,November,28,1979,Czech Republic
Vauclair,Julien,N,2004,2004,D,73,205,October,2,1979,Switzerland
Sanford,Curtis,N,2003,2009,G,70,187,October,5,1979,Canada
Sejna,Peter,N,2003,2007,F,71,198,October,5,1979,Slovakia
Zizka,Tomas,N,2003,2004,D,73,198,October,10,1979,Czech Republic
Henry,Alex,N,2003,2009,D,77,220,October,18,1979,Canada
Haydar,Darren,N,2003,2008,F,69,170,October,22,1979,Canada
DesRochers,Patrick,N,2002,2003,G,75,209,October,27,1979,Canada
Skoula,Martin,N,2000,2009,D,75,226,October,28,1979,Czech Republic
Hubacek,Petr,N,2001,2001,F,74,185,September,2,1979,Czech Republic
Leach,Jay,N,2006,2009,D,76,220,September,2,1979,USA
Dahlman,Toni,N,2002,2003,F,73,193,September,3,1979,Finland
Afinogenov,Maxim,N,2000,2009,F,73,192,September,4,1979,Russia
Mara,Paul,N,1999,2009,D,76,212,September,7,1979,USA
Marleau,Patrick,N,1998,2009,F,74,220,September,15,1979,Canada
Pandolfo,Mike,N,2004,2004,F,75,225,September,15,1979,USA
Underhill,Matt,N,2004,2004,G,74,195,September,16,1979,Canada
Tellqvist,Mikael,N,2003,2009,G,71,185,September,19,1979,Sweden
Elich,Matt,N,2000,2001,F,75,196,September,22,1979,USA
Kunitz,Chris,N,2004,2009,F,71,195,September,26,1979,Canada
Stroshein,Garret,N,2004,2004,F,79,245,April,4,1980,Canada
Glumac,Mike,N,2006,2008,F,74,200,April,5,1980,Canada
Walker,Matt,N,2003,2009,D,75,213,April,7,1980,Canada
Ponikarovsky,Alexei,N,2001,2009,F,76,220,April,9,1980,Ukraine
Avery,Sean,N,2002,2009,F,70,195,April,10,1980,Canada
Chouinard,Mathieu,N,2004,2004,G,73,211,April,11,1980,Canada
DuPont,Micki,N,2002,2008,D,70,186,April,15,1980,Canada
Regehr,Robyn,N,2000,2009,D,75,225,April,19,1980,Brazil
Wallin,Rickard,N,2003,2004,F,74,185,April,19,1980,Sweden
Flinn,Ryan,N,2002,2006,F,77,248,April,20,1980,Canada
Lecavalier,Vincent,N,1999,2009,F,76,219,April,21,1980,Canada
Backman,Christian,N,2003,2009,D,76,210,April,28,1980,Sweden
Biron,Mathieu,N,2000,2006,D,78,230,April,29,1980,Canada
Nedorost,Andrej,N,2002,2004,F,73,199,April,30,1980,Slovakia
Leopold,Jordan,N,2003,2009,D,73,200,August,3,1980,USA
Moore,Dominic,N,2004,2009,F,73,190,August,3,1980,Canada
Bell,Mark,N,2001,2008,F,76,220,August,5,1980,Canada
MacIntyre,Steve,N,2009,2009,F,78,265,August,8,1980,Canada
Hordichuk,Darcy,N,2001,2009,F,73,215,August,10,1980,Canada
Williams,Jason,N,2001,2009,F,71,195,August,11,1980,Canada
Hemingway,Colin,N,2006,2006,F,73,194,August,12,1980,Canada
Hall,Adam,N,2002,2009,F,75,206,August,14,1980,USA
Legwand,David,N,1999,2009,F,74,190,August,17,1980,USA
Vaananen,Ossi,N,2001,2009,D,76,215,August,18,1980,Finland
Allen,Bryan,N,2001,2009,D,76,220,August,21,1980,Canada
St.Jacques,Bruno,N,2002,2006,D,74,216,August,22,1980,Canada
Brennan,Kip,N,2002,2008,F,76,230,August,27,1980,Canada
Frogren,Jonas,N,2009,2009,D,73,189,August,28,1980,Sweden
Stuart,Mike,N,2004,2006,D,73,200,August,31,1980,USA
Ward,Joel,N,2007,2009,F,74,205,December,2,1980,Canada
Bayda,Ryan,N,2003,2009,F,71,185,December,9,1980,Canada
Lysak,Brett,N,2004,2004,F,73,190,December,30,1980,Canada
Gagne,Simon,N,2000,2009,F,73,195,February,1,1980,Canada
MacDonald,Joey,N,2007,2009,G,73,197,February,7,1980,Canada
Ribeiro,Mike,N,2000,2009,F,73,175,February,10,1980,Canada
Fata,Rico,N,1999,2007,F,73,205,February,12,1980,Canada
Kutlak,Zdenek,N,2001,2004,D,75,221,February,13,1980,Czech Republic
Milley,Norm,N,2002,2006,F,73,211,February,14,1980,Canada
Nielsen,Chris,N,2001,2002,F,74,204,February,16,1980,Tanzania
Betts,Blair,N,2002,2009,F,75,210,February,16,1980,Canada
Olvestad,Jimmie,N,2002,2003,F,73,194,February,16,1980,Sweden
Antropov,Nik,N,2000,2009,F,78,230,February,18,1980,Russia
Vandermeer,Jim,N,2003,2009,D,73,208,February,21,1980,Canada
Fast,Brad,N,2004,2004,D,73,195,February,21,1980,Canada
Sauve,Philippe,N,2004,2007,G,73,188,February,27,1980,USA
Zalesak,Miroslav,N,2003,2004,F,73,200,January,2,1980,Slovakia
Stana,Rastislav,N,2004,2004,G,74,184,January,10,1980,Czech Republic
Bouck,Tyler,N,2001,2007,F,73,196,January,13,1980,Canada
Rupp,Mike,N,2003,2009,F,77,230,January,13,1980,USA
Papineau,Justin,N,2002,2004,F,71,205,January,15,1980,Canada
Schaefer,Nolan,N,2006,2006,G,74,195,January,15,1980,Canada
Kraft,Milan,N,2001,2004,F,76,212,January,17,1980,Czech Republic
Heerema,Jeff,N,2003,2004,F,74,212,January,17,1980,Canada
LaBarbera,Jason,N,2001,2009,G,75,235,January,18,1980,Canada
Stafford,Garrett,N,2008,2009,D,73,200,January,28,1980,USA
Barnes,Ryan,N,2004,2004,F,73,201,January,30,1980,Canada
Miettinen,Antti,N,2004,2009,F,73,190,July,3,1980,Finland
Hunter,Trent,N,2003,2009,F,75,210,July,5,1980,Canada
Chouinard,Eric,N,2001,2006,F,75,215,July,8,1980,USA
Cheechoo,Jonathan,N,2003,2009,F,73,205,July,15,1980,Canada
Miller,Ryan,N,2003,2009,G,74,175,July,17,1980,USA
Tanabe,David,N,2000,2008,D,73,212,July,19,1980,USA
Kalinin,Dmitri,N,2000,2009,D,75,215,July,22,1980,Russia
Jillson,Jeff,N,2002,2006,D,75,215,July,24,1980,USA
Printz,David,N,2006,2007,D,77,220,July,24,1980,Sweden
Fischer,Jiri,N,2000,2006,D,77,225,July,31,1980,Czech Republic
Svoboda,Jaroslav,N,2002,2006,F,74,190,June,1,1980,Czech Republic
Weinhandl,Mattias,N,2003,2007,F,73,183,June,1,1980,Sweden
Beauchemin,Francois,N,2003,2009,D,73,213,June,4,1980,Canada
Fisher,Mike,N,2000,2009,F,73,209,June,5,1980,Canada
Zanon,Greg,N,2006,2009,D,71,211,June,5,1980,Canada
Rossiter,Kyle,N,2002,2004,D,75,220,June,9,1980,Canada
Niittymaki,Antero,N,2004,2009,G,73,215,June,18,1980,Finland
Ellis,Dan,N,2004,2009,G,73,185,June,19,1980,Canada
Svoboda,Petr,N,2001,2001,D,75,200,June,20,1980,Czech Republic
Bryzgalov,Ilya,N,2002,2009,G,75,210,June,22,1980,Russia
Martensson,Tony,N,2004,2004,F,73,189,June,23,1980,Sweden
Caron,Sebastien,N,2003,2007,G,73,170,June,25,1980,Canada
Erskine,John,N,2002,2009,D,76,218,June,26,1980,Canada
Ryan,Prestin,N,2006,2006,D,73,190,June,29,1980,Canada
Jokela,Mikko,N,2003,2003,D,73,212,March,4,1980,Finland
Zinovjev,Sergei,N,2004,2004,F,70,185,March,4,1980,Russia
Rourke,Allan,N,2004,2008,D,74,215,March,6,1980,Canada
Kloucek,Tomas,N,2001,2006,D,75,235,March,7,1980,Czech Republic
Godard,Eric,N,2003,2009,F,76,214,March,7,1980,Canada
Peat,Stephen,N,2002,2006,F,75,230,March,10,1980,Canada
Berglund,Christian,N,2002,2004,F,71,195,March,12,1980,Sweden
Murray,Douglas,N,2006,2009,D,75,240,March,12,1980,Sweden
Motzko,Joe,N,2004,2009,F,73,185,March,14,1980,USA
Jardine,Ryan,N,2002,2002,F,73,210,March,15,1980,Canada
Kristek,Jaroslav,N,2003,2003,F,73,188,March,16,1980,Czech Republic
Vishnevski,Vitaly,N,2000,2008,D,74,215,March,18,1980,Russia
Heisten,Barrett,N,2002,2002,F,73,200,March,19,1980,USA
Bezina,Goran,N,2004,2004,D,74,215,March,21,1980,Yugoslovia
Yablonski,Jeremy,N,2004,2004,F,73,240,March,21,1980,Canada
Abid,Ramzi,N,2003,2007,F,74,210,March,24,1980,Canada
Hutchinson,Andrew,N,2004,2009,D,74,206,March,24,1980,USA
Janik,Doug,N,2003,2009,D,74,209,March,26,1980,USA
Barch,Krys,N,2007,2009,F,74,220,March,26,1980,Canada
Pivko,Libor,N,2004,2004,F,75,214,March,29,1980,Czech Republic
Ryder,Michael,N,2004,2009,F,73,186,March,31,1980,Canada
Davison,Rob,N,2003,2009,D,75,220,May,1,1980,Canada
Richards,Brad,N,2001,2009,F,73,192,May,2,1980,Canada
Beaudoin,Eric,N,2002,2004,F,77,210,May,3,1980,Canada
Raycroft,Andrew,N,2001,2009,G,73,185,May,4,1980,Canada
Peters,Andrew,N,2004,2009,F,76,226,May,5,1980,Canada
Fiddler,Vernon,N,2003,2009,F,71,204,May,9,1980,Canada
Afanasenkov,Dmitry,N,2001,2007,F,74,209,May,12,1980,Russia
Koalska,Matt,N,2006,2006,F,73,196,May,16,1980,USA
Ryan,Michael,N,2007,2009,F,73,188,May,16,1980,USA
Cibak,Martin,N,2002,2006,F,73,196,May,17,1980,Slovakia
Malhotra,Manny,N,1999,2009,F,74,217,May,18,1980,Canada
Eklund,Brian,N,2006,2006,G,77,205,May,24,1980,USA
Wozniewski,Andy,N,2006,2009,D,77,225,May,25,1980,USA
Lessard,Junior,N,2006,2008,F,71,200,May,26,1980,Canada
Girard,Jonathan,N,1999,2003,D,71,201,May,27,1980,Canada
Hauser,Adam,N,2006,2006,G,74,195,May,27,1980,USA
Hahl,Riku,N,2002,2004,F,73,205,November,1,1980,Finland
Grenier,Martin,N,2002,2007,D,77,245,November,2,1980,Canada
McLean,Kurtis,N,2009,2009,F,73,190,November,2,1980,Canada
Carkner,Matt,N,2006,2009,D,76,231,November,3,1980,Canada
Kelly,Chris,N,2004,2009,F,73,195,November,11,1980,Canada
Kolnik,Juraj,N,2001,2007,F,70,190,November,13,1980,Slovakia
Shvidki,Denis,N,2001,2004,F,74,210,November,21,1980,Ukraine
Radivojevic,Branko,N,2002,2008,F,73,208,November,24,1980,Slovakia
Fritz,Mitch,N,2009,2009,F,79,242,November,24,1980,Canada
Liles,John-Michael,N,2004,2009,D,70,185,November,25,1980,USA
Brookbank,Sheldon,N,2007,2009,D,74,215,October,3,1980,Canada
Mezei,Branislav,N,2001,2008,D,76,235,October,8,1980,Czech Republic
Zetterberg,Henrik,N,2003,2009,F,71,195,October,9,1980,Sweden
Bergeron,Marc-Andre,N,2003,2009,D,70,197,October,13,1980,Canada
Ralph,Brad,N,2001,2001,F,74,206,October,17,1980,Canada
Danton,Mike,N,2001,2004,F,69,190,October,21,1980,Canada
Pettinger,Matt,N,2001,2009,F,73,205,October,22,1980,Canada
Durno,Chris,N,2009,2009,F,76,205,October,31,1980,Canada
Sabourin,Dany,N,2004,2009,G,76,200,September,2,1980,Canada
Comrie,Mike,N,2001,2009,F,70,185,September,11,1980,Canada
Vasicek,Josef,N,2001,2008,F,77,214,September,12,1980,Slovakia
Ulmer,Layne,N,2004,2004,F,73,205,September,14,1980,Canada
Stefan,Patrik,N,2000,2007,F,74,210,September,16,1980,Czech Republic
Keefe,Sheldon,N,2001,2003,F,71,185,September,17,1980,Canada
Sedin,Daniel,N,2001,2009,F,73,185,September,26,1980,Sweden
Sedin,Henrik,N,2001,2009,F,74,190,September,26,1980,Sweden
Orpik,Brooks,N,2003,2009,D,74,219,September,26,1980,USA
Yonkman,Nolan,N,2002,2006,D,78,245,April,1,1981,Canada
Stephens,Charlie,N,2003,2004,F,75,220,April,5,1981,Canada
Morisset,David,N,2002,2002,F,74,195,April,6,1981,Canada
Jaspers,Jason,N,2002,2004,F,71,207,April,8,1981,Canada
Bartovic,Milan,N,2003,2006,F,71,200,April,9,1981,Slovakia
Semenov,Alexei,N,2003,2009,D,78,235,April,10,1981,Russia
Burrows,Alexandre,N,2006,2009,F,73,190,April,11,1981,Canada
Koltsov,Konstantin,N,2003,2006,F,73,206,April,17,1981,Belarus
Havlat,Martin,N,2001,2009,F,73,204,April,19,1981,Czech Republic
Salmelainen,Tony,N,2004,2007,F,69,185,August,8,1981,Finland
Exelby,Garnet,N,2003,2009,D,73,210,August,16,1981,Canada
Pyatt,Taylor,N,2001,2009,F,76,230,August,19,1981,Canada
Erat,Martin,N,2002,2009,F,73,195,August,29,1981,Czech Republic
Ellis,Matt,N,2007,2009,F,73,207,August,31,1981,Canada
Pock,Thomas,N,2004,2009,D,73,210,December,2,1981,Austria
Bourque,Rene,N,2006,2009,F,74,213,December,10,1981,Canada
Kurka,Tomas,N,2003,2004,F,71,190,December,14,1981,Czech Republic
Endicott,Shane,N,2002,2006,F,75,214,December,21,1981,Canada
Alexeev,Nikita,N,2002,2007,F,77,227,December,27,1981,Russia
Sharp,Patrick,N,2003,2009,F,73,197,December,27,1981,Canada
Moss,Dave,N,2007,2009,F,75,200,December,28,1981,USA
Cutta,Jakub,N,2001,2004,D,75,214,December,29,1981,Czech Republic
Robinson,Nathan,N,2004,2006,F,69,181,December,31,1981,Canada
McCarthy,Steve,N,2000,2008,D,73,210,February,3,1981,Canada
Beech,Kris,N,2001,2008,F,75,211,February,5,1981,Canada
Hilbert,Andy,N,2002,2009,F,71,194,February,6,1981,USA
Saprykin,Oleg,N,2000,2007,F,73,190,February,12,1981,Russia
Taffe,Jeff,N,2003,2009,F,75,207,February,19,1981,USA
Sigalet,Jordan,N,2006,2006,G,73,180,February,19,1981,Canada
Loyns,Lynn,N,2003,2006,F,71,205,February,21,1981,Canada
Andersson,Jonas,N,2002,2002,F,74,202,February,24,1981,Sweden
Safronov,Kirill,N,2002,2003,D,74,215,February,26,1981,Russia
Dallman,Kevin,N,2006,2008,D,71,195,February,26,1981,Canada
Konopka,Zenon,N,2006,2009,F,73,213,January,2,1981,Canada
Gamache,Simon,N,2003,2008,F,70,186,January,3,1981,Canada
Meyer,Freddy,N,2004,2009,D,70,192,January,4,1981,USA
Auld,Alex,N,2002,2009,G,77,221,January,7,1981,Canada
Kuleshov,Mikhail,N,2004,2004,F,74,205,January,7,1981,Russia
Mapletoft,Justin,N,2003,2004,F,73,202,January,11,1981,Canada
Kronwall,Niklas,N,2004,2009,D,73,189,January,12,1981,Sweden
Blatny,Zdenek,N,2003,2006,F,73,190,January,14,1981,Czech Republic
Lundmark,Jamie,N,2003,2009,F,73,200,January,16,1981,Canada
Sauer,Kurt,N,2003,2009,D,76,220,January,16,1981,USA
Zigomanis,Mike,N,2003,2009,F,73,200,January,17,1981,Canada
Weller,Craig,N,2008,2009,F,76,220,January,17,1981,Canada
Lupaschuk,Ross,N,2003,2003,D,73,218,January,19,1981,Canada
Heatley,Dany,N,2002,2009,F,75,220,January,21,1981,Germany
Sivek,Michal,N,2003,2003,F,75,213,January,21,1981,Czech Republic
Lajeunesse,Simon,N,2002,2002,G,73,178,January,22,1981,Canada
Surma,Damian,N,2003,2004,F,70,200,January,22,1981,USA
Wanvig,Kyle,N,2003,2008,F,74,210,January,29,1981,Canada
Tvrdon,Roman,N,2004,2004,F,73,189,January,29,1981,Czech Republic
Voros,Aaron,N,2008,2009,F,75,202,July,2,1981,Canada
Melin,Bjorn,N,2007,2007,F,73,205,July,4,1981,Sweden
Finley,Brian,N,2003,2007,G,75,205,July,13,1981,Canada
Olson,Josh,N,2004,2004,F,77,225,July,13,1981,USA
Seidenberg,Dennis,N,2003,2009,D,73,210,July,18,1981,Germany
Helbling,Timo,N,2006,2007,D,75,209,July,21,1981,Switzerland
Jones,Randy,N,2004,2009,D,74,200,July,23,1981,Canada
Rita,Jani,N,2002,2006,F,73,206,July,25,1981,Finland
Kolanos,Krys,N,2002,2009,F,75,206,July,27,1981,Canada
MacKenzie,Derek,N,2002,2009,F,70,178,June,11,1981,Canada
Fedorov,Fedor,N,2003,2006,F,76,230,June,11,1981,Russia
Vrbata,Radim,N,2002,2009,F,73,190,June,13,1981,Czech Republic
Krestanovich,Jordan,N,2002,2004,F,73,180,June,14,1981,Canada
Jancevski,Dan,N,2006,2009,D,75,218,June,15,1981,Canada
Caldwell,Ryan,N,2006,2008,D,74,174,June,15,1981,Canada
Giroux,Alexandre,N,2006,2009,F,75,190,June,16,1981,Canada
Bieksa,Kevin,N,2006,2009,D,73,205,June,16,1981,Canada
Ouellet,Maxime,N,2001,2006,G,74,195,June,17,1981,Canada
Hendricks,Matt,N,2009,2009,F,73,215,June,17,1981,USA
Hale,David,N,2004,2009,D,74,213,June,18,1981,USA
Danis,Yann,N,2006,2009,G,73,181,June,21,1981,Canada
Skolney,Wade,N,2006,2006,D,73,197,June,24,1981,Canada
Alberts,Andrew,N,2006,2009,D,77,218,June,30,1981,USA
Jaffray,Jason,N,2008,2009,F,73,205,June,30,1981,Canada
Winchester,Brad,N,2006,2009,F,77,228,March,1,1981,Canada
Jackman,Barret,N,2002,2009,D,73,203,March,5,1981,Canada
Martin,Paul,N,2004,2009,D,73,195,March,5,1981,USA
MacKenzie,Aaron,N,2009,2009,D,73,193,March,7,1981,Canada
Reid,Brandon,N,2003,2007,F,68,185,March,9,1981,Canada
Sloan,Tyler,N,2009,2009,D,75,205,March,15,1981,Canada
Brendl,Pavel,N,2002,2006,F,73,204,March,23,1981,Czech Republic
Hainsey,Ron,N,2003,2009,D,75,210,March,24,1981,USA
Wiseman,Chad,N,2003,2006,F,73,210,March,25,1981,Canada
Centomo,Sebastien,N,2002,2002,G,73,200,March,26,1981,Canada
Konstantinov,Evgeny,N,2001,2003,G,73,176,March,29,1981,Russia
